FIX POKÉMON GO'S GOOGLE PRIVACY OVERREACH ONCE AND FOR ALL,Niantic released an update to Pokémon Go yesterday that provides better privacy for those attaching Google accounts to their games.,http://www.popsci.com/pokemon-go-app-privacy-google-fix
"Google gets land for its futuristic headquarters, thanks to LinkedIn deal","LinkedIn gets Google buildings across town, Google gets more contiguous land.",http://arstechnica.com/gadgets/2016/07/google-and-linkedin-swap-real-estate-giving-google-space-for-its-new-hq/
